[I 190407 08:02:35 main:190] Temperature: 31.8ºC; Humidity: 35.72%; Pressure: 98250.88Pa; CPU_Temperature: 41.70ºC
[I 190407 08:02:40 main:190] Temperature: 31.9ºC; Humidity: 35.66%; Pressure: 98251.37Pa; CPU_Temperature: 41.70ºC
[I 190407 08:02:45 main:190] Temperature: 31.95ºC; Humidity: 35.22%; Pressure: 98251.86Pa; CPU_Temperature: 42.24ºC
[I 190407 08:02:50 main:190] Temperature: 31.97ºC; Humidity: 35.29%; Pressure: 98250.95Pa; CPU_Temperature: 42.24ºC
[I 190407 08:02:55 main:190] Temperature: 31.93ºC; Humidity: 34.63%; Pressure: 98252.1Pa; CPU_Temperature: 42.24ºC
[I 190407 08:03:00 main:190] Temperature: 31.88ºC; Humidity: 36.25%; Pressure: 98254.32Pa; CPU_Temperature: 42.24ºC
[I 190407 08:03:06 main:190] Temperature: 31.95ºC; Humidity: 35.45%; Pressure: 98249.32Pa; CPU_Temperature: 41.16ºC
[I 190407 08:03:11 main:190] Temperature: 32.05ºC; Humidity: 35.61%; Pressure: 98251.29Pa; CPU_Temperature: 41.16ºC
[I 190407 08:03:16 main:190] Temperature: 31.95ºC; Humidity: 35.75%; Pressure: 98250.95Pa; CPU_Temperature: 42.24ºC
[I 190407 08:03:21 main:190] Temperature: 31.92ºC; Humidity: 35.68%; Pressure: 98249.76Pa; CPU_Temperature: 41.16ºC
[I 190407 08:03:26 main:190] Temperature: 31.9ºC; Humidity: 35.61%; Pressure: 98248.22Pa; CPU_Temperature: 42.24ºC
[I 190407 08:03:31 main:190] Temperature: 31.92ºC; Humidity: 35.24%; Pressure: 98253.56Pa; CPU_Temperature: 41.70ºC
[I 190407 08:03:36 main:190] Temperature: 31.84ºC; Humidity: 35.72%; Pressure: 98252.03Pa; CPU_Temperature: 42.24ºC
[I 190407 08:03:41 main:190] Temperature: 31.92ºC; Humidity: 35.46%; Pressure: 98251.78Pa; CPU_Temperature: 41.16ºC
[I 190407 08:03:46 main:190] Temperature: 31.97ºC; Humidity: 35.68%; Pressure: 98249.54Pa; CPU_Temperature: 42.24ºC
[I 190407 08:03:51 main:190] Temperature: 32.05ºC; Humidity: 35.09%; Pressure: 98250.54Pa; CPU_Temperature: 42.24ºC
[I 190407 08:03:56 main:190] Temperature: 31.82ºC; Humidity: 35.41%; Pressure: 98251.29Pa; CPU_Temperature: 42.24ºC
[I 190407 08:04:02 main:190] Temperature: 31.88ºC; Humidity: 35.69%; Pressure: 98250.61Pa; CPU_Temperature: 41.70ºC
[I 190407 08:04:07 main:190] Temperature: 31.97ºC; Humidity: 35.78%; Pressure: 98251.49Pa; CPU_Temperature: 41.70ºC
[I 190407 08:04:12 main:190] Temperature: 32.01ºC; Humidity: 35.57%; Pressure: 98248.36Pa; CPU_Temperature: 41.70ºC
[I 190407 08:04:17 main:190] Temperature: 31.9ºC; Humidity: 35.42%; Pressure: 98250.02Pa; CPU_Temperature: 41.70ºC
[I 190407 08:04:22 main:190] Temperature: 32.05ºC; Humidity: 35.6%; Pressure: 98248.49Pa; CPU_Temperature: 41.16ºC
[I 190407 08:04:27 main:190] Temperature: 31.95ºC; Humidity: 35.56%; Pressure: 98249.51Pa; CPU_Temperature: 42.24ºC
[I 190407 08:04:32 main:190] Temperature: 31.9ºC; Humidity: 35.63%; Pressure: 98245.61Pa; CPU_Temperature: 41.16ºC
[I 190407 08:04:38 main:190] Temperature: 31.92ºC; Humidity: 35.22%; Pressure: 98249.61Pa; CPU_Temperature: 41.70ºC
[I 190407 08:04:43 main:190] Temperature: 31.97ºC; Humidity: 35.43%; Pressure: 98249.76Pa; CPU_Temperature: 41.70ºC
[I 190407 08:04:48 main:190] Temperature: 31.97ºC; Humidity: 35.72%; Pressure: 98245.39Pa; CPU_Temperature: 42.24ºC
[I 190407 08:04:53 main:190] Temperature: 31.92ºC; Humidity: 35.21%; Pressure: 98248.1Pa; CPU_Temperature: 42.24ºC
[I 190407 08:04:58 main:190] Temperature: 31.99ºC; Humidity: 35.6%; Pressure: 98250.49Pa; CPU_Temperature: 41.16ºC
[I 190407 08:05:03 main:190] Temperature: 31.97ºC; Humidity: 35.54%; Pressure: 98247.39Pa; CPU_Temperature: 42.24ºC
[I 190407 08:05:09 main:190] Temperature: 31.93ºC; Humidity: 35.66%; Pressure: 98247.27Pa; CPU_Temperature: 42.24ºC
[I 190407 08:05:14 main:190] Temperature: 32.01ºC; Humidity: 35.52%; Pressure: 98246.29Pa; CPU_Temperature: 42.24ºC
[I 190407 08:05:19 main:190] Temperature: 31.95ºC; Humidity: 35.45%; Pressure: 98247.85Pa; CPU_Temperature: 42.24ºC
[I 190407 08:05:24 main:190] Temperature: 31.97ºC; Humidity: 35.48%; Pressure: 98246.14Pa; CPU_Temperature: 42.77ºC
[I 190407 08:05:29 main:190] Temperature: 31.97ºC; Humidity: 35.63%; Pressure: 98246.58Pa; CPU_Temperature: 42.24ºC
[I 190407 08:05:34 main:190] Temperature: 32.03ºC; Humidity: 35.77%; Pressure: 98249.24Pa; CPU_Temperature: 41.16ºC
[I 190407 08:05:39 main:190] Temperature: 31.99ºC; Humidity: 36.17%; Pressure: 98243.04Pa; CPU_Temperature: 41.70ºC
[I 190407 08:05:44 main:190] Temperature: 31.93ºC; Humidity: 35.56%; Pressure: 98245.92Pa; CPU_Temperature: 41.70ºC
[I 190407 08:05:49 main:190] Temperature: 32.01ºC; Humidity: 35.67%; Pressure: 98243.43Pa; CPU_Temperature: 41.16ºC
[I 190407 08:05:54 main:190] Temperature: 32.07ºC; Humidity: 35.71%; Pressure: 98246.29Pa; CPU_Temperature: 41.16ºC
[I 190407 08:05:59 main:190] Temperature: 32.01ºC; Humidity: 35.69%; Pressure: 98244.36Pa; CPU_Temperature: 42.24ºC
[I 190407 08:06:05 main:190] Temperature: 32.03ºC; Humidity: 35.66%; Pressure: 98242.94Pa; CPU_Temperature: 41.70ºC
[I 190407 08:06:10 main:190] Temperature: 31.93ºC; Humidity: 35.42%; Pressure: 98242.94Pa; CPU_Temperature: 41.70ºC
[I 190407 08:06:15 main:190] Temperature: 31.99ºC; Humidity: 35.85%; Pressure: 98243.33Pa; CPU_Temperature: 42.24ºC
[I 190407 08:06:20 main:190] Temperature: 31.97ºC; Humidity: 35.83%; Pressure: 98242.46Pa; CPU_Temperature: 41.70ºC
[I 190407 08:06:25 main:190] Temperature: 31.95ºC; Humidity: 35.43%; Pressure: 98244.9Pa; CPU_Temperature: 41.70ºC
[I 190407 08:06:30 main:190] Temperature: 31.95ºC; Humidity: 35.26%; Pressure: 98243.77Pa; CPU_Temperature: 42.24ºC
[I 190407 08:06:35 main:190] Temperature: 31.95ºC; Humidity: 35.48%; Pressure: 98245.75Pa; CPU_Temperature: 41.16ºC
[I 190407 08:06:40 main:190] Temperature: 32.01ºC; Humidity: 35.53%; Pressure: 98242.53Pa; CPU_Temperature: 41.16ºC
[I 190407 08:06:45 main:190] Temperature: 32.09ºC; Humidity: 35.66%; Pressure: 98244.9Pa; CPU_Temperature: 41.70ºC
[I 190407 08:06:50 main:190] Temperature: 32.03ºC; Humidity: 35.41%; Pressure: 98242.68Pa; CPU_Temperature: 42.24ºC
[I 190407 08:06:55 main:190] Temperature: 31.93ºC; Humidity: 35.6%; Pressure: 98245.51Pa; CPU_Temperature: 42.24ºC
[I 190407 08:07:00 main:190] Temperature: 31.97ºC; Humidity: 35.59%; Pressure: 98239.5Pa; CPU_Temperature: 41.70ºC
[I 190407 08:07:05 main:190] Temperature: 32.01ºC; Humidity: 35.3%; Pressure: 98243.36Pa; CPU_Temperature: 41.70ºC
[I 190407 08:07:10 main:190] Temperature: 32.01ºC; Humidity: 35.67%; Pressure: 98237.96Pa; CPU_Temperature: 42.24ºC
[I 190407 08:07:16 main:190] Temperature: 31.99ºC; Humidity: 35.21%; Pressure: 98241.46Pa; CPU_Temperature: 41.70ºC
[I 190407 08:07:21 main:190] Temperature: 31.9ºC; Humidity: 35.58%; Pressure: 98239.28Pa; CPU_Temperature: 42.24ºC
[I 190407 08:07:26 main:190] Temperature: 32.12ºC; Humidity: 36.35%; Pressure: 98238.48Pa; CPU_Temperature: 41.16ºC
[I 190407 08:07:31 main:190] Temperature: 31.95ºC; Humidity: 35.73%; Pressure: 98240.45Pa; CPU_Temperature: 41.70ºC
[I 190407 08:07:36 main:190] Temperature: 32.05ºC; Humidity: 35.64%; Pressure: 98240.31Pa; CPU_Temperature: 42.24ºC
[I 190407 08:07:41 main:190] Temperature: 31.99ºC; Humidity: 35.53%; Pressure: 98240.11Pa; CPU_Temperature: 41.70ºC
[I 190407 08:07:46 main:190] Temperature: 31.97ºC; Humidity: 35.77%; Pressure: 98243.07Pa; CPU_Temperature: 42.24ºC
[I 190407 08:07:51 main:190] Temperature: 32.09ºC; Humidity: 35.8%; Pressure: 98243.04Pa; CPU_Temperature: 42.24ºC
[I 190407 08:07:56 main:190] Temperature: 32.01ºC; Humidity: 35.43%; Pressure: 98239.67Pa; CPU_Temperature: 41.16ºC
[I 190407 08:08:01 main:190] Temperature: 31.99ºC; Humidity: 35.66%; Pressure: 98242.68Pa; CPU_Temperature: 42.24ºC
[I 190407 08:08:06 main:190] Temperature: 32.1ºC; Humidity: 35.65%; Pressure: 98241.99Pa; CPU_Temperature: 41.70ºC
[I 190407 08:08:12 main:190] Temperature: 32.01ºC; Humidity: 35.61%; Pressure: 98241.8Pa; CPU_Temperature: 42.24ºC
[I 190407 08:08:17 main:190] Temperature: 31.93ºC; Humidity: 35.77%; Pressure: 98239.79Pa; CPU_Temperature: 41.16ºC
[I 190407 08:08:22 main:190] Temperature: 32.05ºC; Humidity: 35.26%; Pressure: 98240.21Pa; CPU_Temperature: 41.16ºC
[I 190407 08:08:27 main:190] Temperature: 32.03ºC; Humidity: 35.34%; Pressure: 98242.14Pa; CPU_Temperature: 41.70ºC
[I 190407 08:08:32 main:190] Temperature: 32.09ºC; Humidity: 35.35%; Pressure: 98239.31Pa; CPU_Temperature: 42.77ºC
[I 190407 08:08:37 main:190] Temperature: 31.95ºC; Humidity: 36.11%; Pressure: 98236.47Pa; CPU_Temperature: 42.24ºC
[I 190407 08:08:42 main:190] Temperature: 32.09ºC; Humidity: 35.96%; Pressure: 98239.6Pa; CPU_Temperature: 41.70ºC
[I 190407 08:08:47 main:190] Temperature: 32.1ºC; Humidity: 35.64%; Pressure: 98237.16Pa; CPU_Temperature: 41.70ºC
[I 190407 08:08:52 main:190] Temperature: 31.99ºC; Humidity: 35.57%; Pressure: 98235.74Pa; CPU_Temperature: 41.70ºC
[I 190407 08:08:57 main:190] Temperature: 32.1ºC; Humidity: 35.54%; Pressure: 98239.26Pa; CPU_Temperature: 42.24ºC
[I 190407 08:09:02 main:190] Temperature: 32.07ºC; Humidity: 35.7%; Pressure: 98240.23Pa; CPU_Temperature: 42.24ºC
[I 190407 08:09:08 main:190] Temperature: 32.07ºC; Humidity: 35.66%; Pressure: 98240.19Pa; CPU_Temperature: 41.70ºC
[I 190407 08:09:13 main:190] Temperature: 32.14ºC; Humidity: 35.58%; Pressure: 98236.25Pa; CPU_Temperature: 41.70ºC
[I 190407 08:09:18 main:190] Temperature: 32.1ºC; Humidity: 35.4%; Pressure: 98239.77Pa; CPU_Temperature: 41.16ºC
[I 190407 08:09:23 main:190] Temperature: 32.14ºC; Humidity: 35.68%; Pressure: 98237.48Pa; CPU_Temperature: 42.24ºC
[I 190407 08:09:28 main:190] Temperature: 31.97ºC; Humidity: 35.54%; Pressure: 98240.43Pa; CPU_Temperature: 41.70ºC
[I 190407 08:09:33 main:190] Temperature: 32.03ºC; Humidity: 35.25%; Pressure: 98239.31Pa; CPU_Temperature: 42.24ºC
[I 190407 08:09:38 main:190] Temperature: 32.1ºC; Humidity: 35.48%; Pressure: 98236.96Pa; CPU_Temperature: 41.16ºC
[I 190407 08:09:43 main:190] Temperature: 32.03ºC; Humidity: 35.57%; Pressure: 98239.48Pa; CPU_Temperature: 42.24ºC
[I 190407 08:09:48 main:190] Temperature: 32.05ºC; Humidity: 35.41%; Pressure: 98237.72Pa; CPU_Temperature: 41.70ºC
[I 190407 08:09:53 main:190] Temperature: 32.07ºC; Humidity: 35.79%; Pressure: 98237.79Pa; CPU_Temperature: 41.70ºC
[I 190407 08:09:58 main:190] Temperature: 32.03ºC; Humidity: 35.27%; Pressure: 98239.43Pa; CPU_Temperature: 41.70ºC
[I 190407 08:10:03 main:190] Temperature: 32.09ºC; Humidity: 35.48%; Pressure: 98239.26Pa; CPU_Temperature: 42.24ºC
[I 190407 08:10:08 main:190] Temperature: 32.07ºC; Humidity: 36.14%; Pressure: 98239.43Pa; CPU_Temperature: 41.70ºC
[I 190407 08:10:14 main:190] Temperature: 32.05ºC; Humidity: 35.51%; Pressure: 98241.28Pa; CPU_Temperature: 41.70ºC
[I 190407 08:10:19 main:190] Temperature: 32.07ºC; Humidity: 35.53%; Pressure: 98240.75Pa; CPU_Temperature: 41.16ºC
[I 190407 08:10:24 main:190] Temperature: 32.07ºC; Humidity: 35.49%; Pressure: 98239.21Pa; CPU_Temperature: 42.24ºC
[I 190407 08:10:29 main:190] Temperature: 32.07ºC; Humidity: 35.37%; Pressure: 98237.08Pa; CPU_Temperature: 41.16ºC
[I 190407 08:10:34 main:190] Temperature: 32.01ºC; Humidity: 35.42%; Pressure: 98237.33Pa; CPU_Temperature: 42.24ºC
[I 190407 08:10:39 main:190] Temperature: 32.07ºC; Humidity: 35.95%; Pressure: 98239.18Pa; CPU_Temperature: 42.24ºC
[I 190407 08:10:44 main:190] Temperature: 32.12ºC; Humidity: 35.75%; Pressure: 98231.74Pa; CPU_Temperature: 41.16ºC
[I 190407 08:10:49 main:190] Temperature: 32.03ºC; Humidity: 35.74%; Pressure: 98238.53Pa; CPU_Temperature: 41.16ºC
[I 190407 08:10:54 main:190] Temperature: 32.09ºC; Humidity: 35.7%; Pressure: 98233.5Pa; CPU_Temperature: 42.24ºC
[I 190407 08:10:59 main:190] Temperature: 32.07ºC; Humidity: 35.45%; Pressure: 98236.65Pa; CPU_Temperature: 41.70ºC
[I 190407 08:11:04 main:190] Temperature: 32.14ºC; Humidity: 35.58%; Pressure: 98236.96Pa; CPU_Temperature: 41.70ºC
[I 190407 08:11:09 main:190] Temperature: 32.03ºC; Humidity: 35.55%; Pressure: 98233.79Pa; CPU_Temperature: 42.24ºC
[I 190407 08:11:14 main:190] Temperature: 32.05ºC; Humidity: 35.43%; Pressure: 98234.94Pa; CPU_Temperature: 42.24ºC
[I 190407 08:11:20 main:190] Temperature: 32.07ºC; Humidity: 35.51%; Pressure: 98235.03Pa; CPU_Temperature: 41.16ºC
[I 190407 08:11:25 main:190] Temperature: 32.1ºC; Humidity: 35.21%; Pressure: 98233.67Pa; CPU_Temperature: 41.70ºC
[I 190407 08:11:30 main:190] Temperature: 32.1ºC; Humidity: 35.61%; Pressure: 98234.38Pa; CPU_Temperature: 41.16ºC
[I 190407 08:11:35 main:190] Temperature: 32.03ºC; Humidity: 35.73%; Pressure: 98238.11Pa; CPU_Temperature: 41.70ºC
[I 190407 08:11:40 main:190] Temperature: 32.03ºC; Humidity: 35.34%; Pressure: 98235.47Pa; CPU_Temperature: 41.16ºC
[I 190407 08:11:45 main:190] Temperature: 32.05ºC; Humidity: 35.57%; Pressure: 98236.4Pa; CPU_Temperature: 42.24ºC
[I 190407 08:11:50 main:190] Temperature: 32.09ºC; Humidity: 35.28%; Pressure: 98235.5Pa; CPU_Temperature: 41.70ºC
[I 190407 08:11:55 main:190] Temperature: 32.1ºC; Humidity: 35.69%; Pressure: 98233.67Pa; CPU_Temperature: 41.16ºC
[I 190407 08:12:00 main:190] Temperature: 32.12ºC; Humidity: 35.54%; Pressure: 98234.72Pa; CPU_Temperature: 41.16ºC
[I 190407 08:12:05 main:190] Temperature: 32.05ºC; Humidity: 35.86%; Pressure: 98237.5Pa; CPU_Temperature: 41.16ºC
[I 190407 08:12:10 main:190] Temperature: 32.09ºC; Humidity: 35.36%; Pressure: 98235.35Pa; CPU_Temperature: 42.24ºC
[I 190407 08:12:15 main:190] Temperature: 31.99ºC; Humidity: 35.5%; Pressure: 98237.82Pa; CPU_Temperature: 41.70ºC
[I 190407 08:12:20 main:190] Temperature: 32.05ºC; Humidity: 35.07%; Pressure: 98234.64Pa; CPU_Temperature: 41.70ºC
[I 190407 08:12:26 main:190] Temperature: 32.05ºC; Humidity: 35.7%; Pressure: 98236.21Pa; CPU_Temperature: 41.70ºC
[I 190407 08:12:31 main:190] Temperature: 31.99ºC; Humidity: 35.7%; Pressure: 98233.57Pa; CPU_Temperature: 42.24ºC
[I 190407 08:12:36 main:190] Temperature: 31.99ºC; Humidity: 35.5%; Pressure: 98234.69Pa; CPU_Temperature: 42.24ºC
[I 190407 08:12:41 main:190] Temperature: 32.05ºC; Humidity: 35.47%; Pressure: 98232.03Pa; CPU_Temperature: 41.70ºC
[I 190407 08:12:46 main:190] Temperature: 32.14ºC; Humidity: 36.08%; Pressure: 98231.23Pa; CPU_Temperature: 42.24ºC
[I 190407 08:12:51 main:190] Temperature: 32.1ºC; Humidity: 35.42%; Pressure: 98233.89Pa; CPU_Temperature: 41.16ºC
[I 190407 08:12:56 main:190] Temperature: 32.05ºC; Humidity: 35.65%; Pressure: 98231.27Pa; CPU_Temperature: 41.16ºC
[I 190407 08:13:01 main:190] Temperature: 32.05ºC; Humidity: 36.56%; Pressure: 98235.23Pa; CPU_Temperature: 42.24ºC
[I 190407 08:13:06 main:190] Temperature: 32.05ºC; Humidity: 35.7%; Pressure: 98232.81Pa; CPU_Temperature: 41.70ºC
[I 190407 08:13:11 main:190] Temperature: 32.07ºC; Humidity: 35.5%; Pressure: 98234.16Pa; CPU_Temperature: 42.24ºC
[I 190407 08:13:16 main:190] Temperature: 32.1ºC; Humidity: 35.05%; Pressure: 98231.84Pa; CPU_Temperature: 41.70ºC
[I 190407 08:13:21 main:190] Temperature: 32.16ºC; Humidity: 35.28%; Pressure: 98232.37Pa; CPU_Temperature: 42.24ºC
[I 190407 08:13:26 main:190] Temperature: 32.01ºC; Humidity: 35.36%; Pressure: 98236.23Pa; CPU_Temperature: 41.70ºC
[I 190407 08:13:31 main:190] Temperature: 32.09ºC; Humidity: 35.61%; Pressure: 98230.96Pa; CPU_Temperature: 41.70ºC
[I 190407 08:13:37 main:190] Temperature: 32.07ºC; Humidity: 35.06%; Pressure: 98230.93Pa; CPU_Temperature: 42.24ºC
[I 190407 08:13:42 main:190] Temperature: 32.1ºC; Humidity: 35.55%; Pressure: 98232.2Pa; CPU_Temperature: 42.24ºC
[I 190407 08:13:47 main:190] Temperature: 32.05ºC; Humidity: 35.24%; Pressure: 98233.84Pa; CPU_Temperature: 41.16ºC
[I 190407 08:13:52 main:190] Temperature: 31.99ºC; Humidity: 35.78%; Pressure: 98231.4Pa; CPU_Temperature: 41.70ºC
[I 190407 08:13:57 main:190] Temperature: 32.1ºC; Humidity: 35.97%; Pressure: 98232.4Pa; CPU_Temperature: 42.24ºC
[I 190407 08:14:02 main:190] Temperature: 32.14ºC; Humidity: 35.73%; Pressure: 98230.71Pa; CPU_Temperature: 42.24ºC
[I 190407 08:14:07 main:190] Temperature: 32.05ºC; Humidity: 35.58%; Pressure: 98230.64Pa; CPU_Temperature: 42.24ºC
[I 190407 08:14:12 main:190] Temperature: 32.12ºC; Humidity: 35.11%; Pressure: 98232.2Pa; CPU_Temperature: 43.31ºC
[I 190407 08:14:17 main:190] Temperature: 32.09ºC; Humidity: 35.83%; Pressure: 98231.35Pa; CPU_Temperature: 42.24ºC
[I 190407 08:14:22 main:190] Temperature: 32.18ºC; Humidity: 35.52%; Pressure: 98233.89Pa; CPU_Temperature: 41.70ºC
[I 190407 08:14:27 main:190] Temperature: 32.1ºC; Humidity: 35.8%; Pressure: 98231.4Pa; CPU_Temperature: 41.70ºC
[I 190407 08:14:32 main:190] Temperature: 32.05ºC; Humidity: 35.84%; Pressure: 98234.28Pa; CPU_Temperature: 41.16ºC
[I 190407 08:14:37 main:190] Temperature: 32.14ºC; Humidity: 35.51%; Pressure: 98231.27Pa; CPU_Temperature: 41.70ºC
[I 190407 08:14:43 main:190] Temperature: 32.03ºC; Humidity: 35.7%; Pressure: 98231.3Pa; CPU_Temperature: 41.70ºC
[I 190407 08:14:48 main:190] Temperature: 32.12ºC; Humidity: 35.94%; Pressure: 98234.08Pa; CPU_Temperature: 42.24ºC
[I 190407 08:14:53 main:190] Temperature: 32.03ºC; Humidity: 35.3%; Pressure: 98232.2Pa; CPU_Temperature: 41.16ºC
[I 190407 08:14:58 main:190] Temperature: 32.1ºC; Humidity: 35.57%; Pressure: 98231.4Pa; CPU_Temperature: 41.16ºC
[I 190407 08:15:03 main:190] Temperature: 32.03ºC; Humidity: 35.28%; Pressure: 98233.52Pa; CPU_Temperature: 42.24ºC
[I 190407 08:15:08 main:190] Temperature: 32.09ºC; Humidity: 35.73%; Pressure: 98232.1Pa; CPU_Temperature: 42.77ºC
[I 190407 08:15:13 main:190] Temperature: 32.07ºC; Humidity: 35.51%; Pressure: 98232.89Pa; CPU_Temperature: 42.24ºC
[I 190407 08:15:18 main:190] Temperature: 32.16ºC; Humidity: 35.83%; Pressure: 98229.0Pa; CPU_Temperature: 42.24ºC
[I 190407 08:15:23 main:190] Temperature: 32.01ºC; Humidity: 35.92%; Pressure: 98229.3Pa; CPU_Temperature: 41.16ºC
[I 190407 08:15:28 main:190] Temperature: 32.09ºC; Humidity: 35.33%; Pressure: 98232.69Pa; CPU_Temperature: 41.70ºC
[I 190407 08:15:34 main:190] Temperature: 32.05ºC; Humidity: 35.65%; Pressure: 98230.96Pa; CPU_Temperature: 41.70ºC
[I 190407 08:15:39 main:190] Temperature: 32.07ºC; Humidity: 35.5%; Pressure: 98232.93Pa; CPU_Temperature: 41.16ºC
[I 190407 08:15:44 main:190] Temperature: 32.24ºC; Humidity: 35.49%; Pressure: 98234.2Pa; CPU_Temperature: 41.70ºC
[I 190407 08:15:49 main:190] Temperature: 32.07ºC; Humidity: 35.79%; Pressure: 98230.86Pa; CPU_Temperature: 41.70ºC
[I 190407 08:15:54 main:190] Temperature: 32.22ºC; Humidity: 35.6%; Pressure: 98231.81Pa; CPU_Temperature: 42.24ºC
[I 190407 08:15:59 main:190] Temperature: 32.01ºC; Humidity: 36.22%; Pressure: 98231.05Pa; CPU_Temperature: 41.70ºC
[I 190407 08:16:04 main:190] Temperature: 31.97ºC; Humidity: 35.73%; Pressure: 98228.86Pa; CPU_Temperature: 41.70ºC
[I 190407 08:16:09 main:190] Temperature: 32.18ºC; Humidity: 35.74%; Pressure: 98232.98Pa; CPU_Temperature: 41.70ºC
[I 190407 08:16:14 main:190] Temperature: 32.18ºC; Humidity: 35.52%; Pressure: 98229.74Pa; CPU_Temperature: 41.70ºC
[I 190407 08:16:19 main:190] Temperature: 32.03ºC; Humidity: 35.38%; Pressure: 98227.78Pa; CPU_Temperature: 41.70ºC
[I 190407 08:16:24 main:190] Temperature: 32.1ºC; Humidity: 35.39%; Pressure: 98229.66Pa; CPU_Temperature: 42.24ºC
[I 190407 08:16:29 main:190] Temperature: 32.07ºC; Humidity: 35.35%; Pressure: 98234.03Pa; CPU_Temperature: 41.70ºC
[I 190407 08:16:34 main:190] Temperature: 32.09ºC; Humidity: 36.01%; Pressure: 98235.67Pa; CPU_Temperature: 41.70ºC
[I 190407 08:16:40 main:190] Temperature: 32.1ºC; Humidity: 35.52%; Pressure: 98232.96Pa; CPU_Temperature: 42.24ºC
[I 190407 08:16:45 main:190] Temperature: 32.12ºC; Humidity: 35.24%; Pressure: 98233.81Pa; CPU_Temperature: 42.24ºC
[I 190407 08:16:50 main:190] Temperature: 32.07ºC; Humidity: 35.33%; Pressure: 98229.3Pa; CPU_Temperature: 41.16ºC
[I 190407 08:16:55 main:190] Temperature: 32.05ºC; Humidity: 35.26%; Pressure: 98228.47Pa; CPU_Temperature: 41.70ºC
[I 190407 08:17:00 main:190] Temperature: 32.18ºC; Humidity: 35.43%; Pressure: 98226.61Pa; CPU_Temperature: 41.16ºC
[I 190407 08:17:05 main:190] Temperature: 32.09ºC; Humidity: 35.57%; Pressure: 98230.4Pa; CPU_Temperature: 41.70ºC
[I 190407 08:17:10 main:190] Temperature: 32.09ºC; Humidity: 35.4%; Pressure: 98227.64Pa; CPU_Temperature: 42.24ºC
[I 190407 08:17:15 main:190] Temperature: 32.16ºC; Humidity: 35.1%; Pressure: 98230.13Pa; CPU_Temperature: 41.16ºC
[I 190407 08:17:20 main:190] Temperature: 32.22ºC; Humidity: 35.56%; Pressure: 98229.61Pa; CPU_Temperature: 42.24ºC
[I 190407 08:17:25 main:190] Temperature: 32.12ºC; Humidity: 35.52%; Pressure: 98230.2Pa; CPU_Temperature: 41.70ºC
[I 190407 08:17:30 main:190] Temperature: 32.12ºC; Humidity: 34.8%; Pressure: 98227.2Pa; CPU_Temperature: 42.24ºC
[I 190407 08:17:35 main:190] Temperature: 32.22ºC; Humidity: 35.28%; Pressure: 98228.22Pa; CPU_Temperature: 41.70ºC
[I 190407 08:17:40 main:190] Temperature: 32.09ºC; Humidity: 35.64%; Pressure: 98229.54Pa; CPU_Temperature: 41.70ºC
[I 190407 08:17:46 main:190] Temperature: 32.01ºC; Humidity: 35.51%; Pressure: 98227.81Pa; CPU_Temperature: 41.16ºC
[I 190407 08:17:51 main:190] Temperature: 32.09ºC; Humidity: 35.61%; Pressure: 98231.18Pa; CPU_Temperature: 42.24ºC
[I 190407 08:17:56 main:190] Temperature: 32.16ºC; Humidity: 35.9%; Pressure: 98233.42Pa; CPU_Temperature: 41.70ºC
[I 190407 08:18:01 main:190] Temperature: 32.07ºC; Humidity: 35.59%; Pressure: 98231.91Pa; CPU_Temperature: 41.70ºC
[I 190407 08:18:06 main:190] Temperature: 32.1ºC; Humidity: 35.41%; Pressure: 98232.42Pa; CPU_Temperature: 42.24ºC
[I 190407 08:18:11 main:190] Temperature: 32.1ºC; Humidity: 35.15%; Pressure: 98228.96Pa; CPU_Temperature: 41.70ºC
[I 190407 08:18:16 main:190] Temperature: 32.12ºC; Humidity: 35.67%; Pressure: 98231.08Pa; CPU_Temperature: 41.70ºC
[I 190407 08:18:21 main:190] Temperature: 32.09ºC; Humidity: 35.39%; Pressure: 98228.3Pa; CPU_Temperature: 41.16ºC
[I 190407 08:18:26 main:190] Temperature: 32.14ºC; Humidity: 35.35%; Pressure: 98229.74Pa; CPU_Temperature: 41.70ºC
[I 190407 08:18:31 main:190] Temperature: 32.2ºC; Humidity: 35.58%; Pressure: 98228.88Pa; CPU_Temperature: 42.24ºC
[I 190407 08:18:36 main:190] Temperature: 32.16ºC; Humidity: 35.4%; Pressure: 98229.98Pa; CPU_Temperature: 42.24ºC
[I 190407 08:18:41 main:190] Temperature: 32.12ºC; Humidity: 35.47%; Pressure: 98232.2Pa; CPU_Temperature: 41.70ºC
[I 190407 08:18:46 main:190] Temperature: 32.2ºC; Humidity: 35.57%; Pressure: 98227.66Pa; CPU_Temperature: 42.24ºC
[I 190407 08:18:51 main:190] Temperature: 32.05ºC; Humidity: 35.6%; Pressure: 98231.49Pa; CPU_Temperature: 41.70ºC
[I 190407 08:18:56 main:190] Temperature: 32.22ºC; Humidity: 35.64%; Pressure: 98230.83Pa; CPU_Temperature: 41.16ºC
[I 190407 08:19:02 main:190] Temperature: 32.1ºC; Humidity: 35.83%; Pressure: 98231.93Pa; CPU_Temperature: 41.16ºC
[I 190407 08:19:07 main:190] Temperature: 32.18ºC; Humidity: 35.53%; Pressure: 98228.83Pa; CPU_Temperature: 41.70ºC
[I 190407 08:19:12 main:190] Temperature: 32.2ºC; Humidity: 35.36%; Pressure: 98228.54Pa; CPU_Temperature: 42.24ºC
