[I 190407 07:36:26 main:191]  Latitude: [19.0, 2.0, 0.1]; Longitude: [120.0, 2.0, 14.0]
[I 190407 07:36:31 main:191]  Latitude: [19.0, 16.0, 38.0]; Longitude: [119.0, 49.0, 59.9]
[I 190407 07:36:36 main:191]  Latitude: [19.0, 31.0, 14.9]; Longitude: [119.0, 37.0, 43.3]
[I 190407 07:36:41 main:191]  Latitude: [19.0, 45.0, 50.8]; Longitude: [119.0, 25.0, 24.3]
[I 190407 07:36:46 main:191]  Latitude: [20.0, 0.0, 25.7]; Longitude: [119.0, 13.0, 2.8]
[I 190407 07:36:51 main:191]  Latitude: [20.0, 14.0, 59.5]; Longitude: [119.0, 0.0, 38.8]
[I 190407 07:36:57 main:191]  Latitude: [20.0, 29.0, 32.3]; Longitude: [118.0, 48.0, 12.3]
[I 190407 07:37:02 main:191]  Latitude: [20.0, 46.0, 58.1]; Longitude: [118.0, 33.0, 13.0]
[I 190407 07:37:07 main:191]  Latitude: [21.0, 1.0, 28.4]; Longitude: [118.0, 20.0, 40.7]
[I 190407 07:37:12 main:191]  Latitude: [21.0, 15.0, 57.6]; Longitude: [118.0, 8.0, 5.7]
[I 190407 07:37:17 main:191]  Latitude: [21.0, 30.0, 25.7]; Longitude: [117.0, 55.0, 28.0]
[I 190407 07:37:22 main:191]  Latitude: [21.0, 44.0, 52.5]; Longitude: [117.0, 42.0, 47.5]
[I 190407 07:37:28 main:191]  Latitude: [22.0, 2.0, 11.2]; Longitude: [117.0, 27.0, 31.3]
[I 190407 07:37:33 main:191]  Latitude: [22.0, 16.0, 35.5]; Longitude: [117.0, 14.0, 44.6]
[I 190407 07:37:38 main:191]  Latitude: [22.0, 30.0, 58.5]; Longitude: [117.0, 1.0, 55.0]
[I 190407 07:37:43 main:191]  Latitude: [22.0, 45.0, 20.3]; Longitude: [116.0, 49.0, 2.6]
[I 190407 07:37:48 main:191]  Latitude: [22.0, 59.0, 40.8]; Longitude: [116.0, 36.0, 7.1]
[I 190407 07:37:53 main:191]  Latitude: [23.0, 14.0, 0.1]; Longitude: [116.0, 23.0, 8.7]
[I 190407 07:37:58 main:191]  Latitude: [23.0, 28.0, 18.0]; Longitude: [116.0, 10.0, 7.1]
[I 190407 07:38:03 main:191]  Latitude: [23.0, 42.0, 34.7]; Longitude: [115.0, 57.0, 2.5]
[I 190407 07:38:08 main:191]  Latitude: [23.0, 56.0, 50.0]; Longitude: [115.0, 43.0, 54.8]
[I 190407 07:38:13 main:191]  Latitude: [24.0, 11.0, 3.9]; Longitude: [115.0, 30.0, 43.9]
[I 190407 07:38:18 main:191]  Latitude: [24.0, 25.0, 16.5]; Longitude: [115.0, 17.0, 29.8]
[I 190407 07:38:23 main:191]  Latitude: [24.0, 39.0, 27.6]; Longitude: [115.0, 4.0, 12.3]
[I 190407 07:38:29 main:191]  Latitude: [24.0, 53.0, 37.4]; Longitude: [114.0, 50.0, 51.6]
[I 190407 07:38:34 main:191]  Latitude: [25.0, 10.0, 35.2]; Longitude: [114.0, 34.0, 46.4]
[I 190407 07:38:39 main:191]  Latitude: [25.0, 24.0, 41.7]; Longitude: [114.0, 21.0, 18.3]
[I 190407 07:38:44 main:191]  Latitude: [25.0, 38.0, 46.8]; Longitude: [114.0, 7.0, 46.7]
[I 190407 07:38:49 main:191]  Latitude: [25.0, 52.0, 50.3]; Longitude: [113.0, 54.0, 11.7]
[I 190407 07:38:54 main:191]  Latitude: [26.0, 6.0, 52.4]; Longitude: [113.0, 40.0, 33.1]
[I 190407 07:38:59 main:191]  Latitude: [26.0, 20.0, 52.9]; Longitude: [113.0, 26.0, 51.0]
[I 190407 07:39:05 main:191]  Latitude: [26.0, 34.0, 51.8]; Longitude: [113.0, 13.0, 5.2]
[I 190407 07:39:10 main:191]  Latitude: [26.0, 51.0, 36.3]; Longitude: [112.0, 56.0, 29.5]
[I 190407 07:39:15 main:191]  Latitude: [27.0, 5.0, 31.7]; Longitude: [112.0, 42.0, 35.6]
[I 190407 07:39:20 main:191]  Latitude: [27.0, 19.0, 25.4]; Longitude: [112.0, 28.0, 37.9]
[I 190407 07:39:25 main:191]  Latitude: [27.0, 33.0, 17.5]; Longitude: [112.0, 14.0, 36.5]
[I 190407 07:39:30 main:191]  Latitude: [27.0, 47.0, 7.9]; Longitude: [112.0, 0.0, 31.2]
[I 190407 07:39:35 main:191]  Latitude: [28.0, 0.0, 56.5]; Longitude: [111.0, 46.0, 21.9]
[I 190407 07:39:40 main:191]  Latitude: [28.0, 14.0, 43.4]; Longitude: [111.0, 32.0, 8.8]
[I 190407 07:39:45 main:191]  Latitude: [28.0, 28.0, 28.6]; Longitude: [111.0, 17.0, 51.6]
[I 190407 07:39:51 main:191]  Latitude: [28.0, 42.0, 11.9]; Longitude: [111.0, 3.0, 30.4]
[I 190407 07:39:56 main:191]  Latitude: [28.0, 58.0, 37.6]; Longitude: [110.0, 46.0, 11.5]
[I 190407 07:40:01 main:191]  Latitude: [29.0, 12.0, 16.9]; Longitude: [110.0, 31.0, 41.2]
[I 190407 07:40:06 main:191]  Latitude: [29.0, 25.0, 54.4]; Longitude: [110.0, 17.0, 6.8]
[I 190407 07:40:11 main:191]  Latitude: [29.0, 39.0, 30.0]; Longitude: [110.0, 2.0, 28.0]
[I 190407 07:40:16 main:191]  Latitude: [29.0, 53.0, 3.6]; Longitude: [109.0, 47.0, 45.0]
[I 190407 07:40:22 main:191]  Latitude: [30.0, 9.0, 17.4]; Longitude: [109.0, 29.0, 59.7]
[I 190407 07:40:27 main:191]  Latitude: [30.0, 22.0, 46.8]; Longitude: [109.0, 15.0, 7.1]
[I 190407 07:40:32 main:191]  Latitude: [30.0, 36.0, 14.1]; Longitude: [109.0, 0.0, 10.0]
[I 190407 07:40:37 main:191]  Latitude: [30.0, 49.0, 39.4]; Longitude: [108.0, 45.0, 8.4]
[I 190407 07:40:43 main:191]  Latitude: [31.0, 3.0, 2.7]; Longitude: [108.0, 30.0, 2.3]
[I 190407 07:40:48 main:191]  Latitude: [31.0, 19.0, 3.8]; Longitude: [108.0, 11.0, 48.8]
[I 190407 07:40:53 main:191]  Latitude: [31.0, 32.0, 22.5]; Longitude: [107.0, 56.0, 32.5]
[I 190407 07:40:58 main:191]  Latitude: [31.0, 45.0, 38.9]; Longitude: [107.0, 41.0, 11.5]
[I 190407 07:41:03 main:191]  Latitude: [31.0, 58.0, 53.2]; Longitude: [107.0, 25.0, 45.7]
[I 190407 07:41:08 main:191]  Latitude: [32.0, 12.0, 5.3]; Longitude: [107.0, 10.0, 15.1]
[I 190407 07:41:13 main:191]  Latitude: [32.0, 25.0, 15.2]; Longitude: [106.0, 54.0, 39.6]
[I 190407 07:41:18 main:191]  Latitude: [32.0, 38.0, 22.8]; Longitude: [106.0, 38.0, 59.2]
[I 190407 07:41:23 main:191]  Latitude: [32.0, 51.0, 28.1]; Longitude: [106.0, 23.0, 13.9]
[I 190407 07:41:28 main:191]  Latitude: [33.0, 4.0, 31.0]; Longitude: [106.0, 7.0, 23.5]
[I 190407 07:41:34 main:191]  Latitude: [33.0, 17.0, 31.6]; Longitude: [105.0, 51.0, 28.1]
[I 190407 07:41:39 main:191]  Latitude: [33.0, 33.0, 5.2]; Longitude: [105.0, 32.0, 14.8]
[I 190407 07:41:44 main:191]  Latitude: [33.0, 46.0, 0.5]; Longitude: [105.0, 16.0, 8.0]
[I 190407 07:41:49 main:191]  Latitude: [33.0, 58.0, 53.4]; Longitude: [104.0, 59.0, 56.0]
[I 190407 07:41:54 main:191]  Latitude: [34.0, 11.0, 43.8]; Longitude: [104.0, 43.0, 38.7]
[I 190407 07:41:59 main:191]  Latitude: [34.0, 24.0, 31.6]; Longitude: [104.0, 27.0, 16.1]
[I 190407 07:42:04 main:191]  Latitude: [34.0, 37.0, 16.9]; Longitude: [104.0, 10.0, 48.1]
[I 190407 07:42:09 main:191]  Latitude: [34.0, 49.0, 59.6]; Longitude: [103.0, 54.0, 14.6]
[I 190407 07:42:14 main:191]  Latitude: [35.0, 2.0, 39.7]; Longitude: [103.0, 37.0, 35.6]
[I 190407 07:42:19 main:191]  Latitude: [35.0, 15.0, 17.1]; Longitude: [103.0, 20.0, 51.1]
[I 190407 07:42:24 main:191]  Latitude: [35.0, 27.0, 51.9]; Longitude: [103.0, 4.0, 1.0]
[I 190407 07:42:29 main:191]  Latitude: [35.0, 40.0, 23.9]; Longitude: [102.0, 47.0, 5.2]
[I 190407 07:42:34 main:191]  Latitude: [35.0, 52.0, 53.1]; Longitude: [102.0, 30.0, 3.7]
[I 190407 07:42:39 main:191]  Latitude: [36.0, 5.0, 19.6]; Longitude: [102.0, 12.0, 56.5]
[I 190407 07:42:45 main:191]  Latitude: [36.0, 20.0, 11.5]; Longitude: [101.0, 52.0, 16.1]
[I 190407 07:42:50 main:191]  Latitude: [36.0, 32.0, 31.7]; Longitude: [101.0, 34.0, 56.0]
[I 190407 07:42:55 main:191]  Latitude: [36.0, 44.0, 49.0]; Longitude: [101.0, 17.0, 29.9]
[I 190407 07:43:00 main:191]  Latitude: [36.0, 57.0, 3.3]; Longitude: [100.0, 59.0, 57.9]
[I 190407 07:43:05 main:191]  Latitude: [37.0, 9.0, 14.6]; Longitude: [100.0, 42.0, 19.9]
[I 190407 07:43:10 main:191]  Latitude: [37.0, 21.0, 22.9]; Longitude: [100.0, 24.0, 35.7]
[I 190407 07:43:15 main:191]  Latitude: [37.0, 33.0, 28.1]; Longitude: [100.0, 6.0, 45.4]
[I 190407 07:43:20 main:191]  Latitude: [37.0, 45.0, 30.2]; Longitude: [99.0, 48.0, 49.0]
[I 190407 07:43:25 main:191]  Latitude: [37.0, 57.0, 29.2]; Longitude: [99.0, 30.0, 46.2]
[I 190407 07:43:30 main:191]  Latitude: [38.0, 9.0, 25.0]; Longitude: [99.0, 12.0, 37.2]
[I 190407 07:43:35 main:191]  Latitude: [38.0, 21.0, 17.6]; Longitude: [98.0, 54.0, 21.9]
[I 190407 07:43:40 main:191]  Latitude: [38.0, 33.0, 6.9]; Longitude: [98.0, 36.0, 0.1]
[I 190407 07:43:45 main:191]  Latitude: [38.0, 44.0, 52.9]; Longitude: [98.0, 17.0, 31.9]
[I 190407 07:43:51 main:191]  Latitude: [38.0, 58.0, 55.7]; Longitude: [97.0, 55.0, 13.5]
[I 190407 07:43:56 main:191]  Latitude: [39.0, 10.0, 34.3]; Longitude: [97.0, 36.0, 30.9]
[I 190407 07:44:01 main:191]  Latitude: [39.0, 22.0, 9.4]; Longitude: [97.0, 17.0, 41.8]
[I 190407 07:44:06 main:191]  Latitude: [39.0, 33.0, 41.1]; Longitude: [96.0, 58.0, 45.9]
[I 190407 07:44:11 main:191]  Latitude: [39.0, 45.0, 9.2]; Longitude: [96.0, 39.0, 43.4]
[I 190407 07:44:16 main:191]  Latitude: [39.0, 56.0, 33.8]; Longitude: [96.0, 20.0, 34.1]
[I 190407 07:44:21 main:191]  Latitude: [40.0, 7.0, 54.8]; Longitude: [96.0, 1.0, 18.0]
[I 190407 07:44:26 main:191]  Latitude: [40.0, 19.0, 12.1]; Longitude: [95.0, 41.0, 55.1]
[I 190407 07:44:31 main:191]  Latitude: [40.0, 30.0, 25.7]; Longitude: [95.0, 22.0, 25.3]
[I 190407 07:44:36 main:191]  Latitude: [40.0, 41.0, 35.6]; Longitude: [95.0, 2.0, 48.5]
[I 190407 07:44:41 main:191]  Latitude: [40.0, 52.0, 41.7]; Longitude: [94.0, 43.0, 4.8]
[I 190407 07:44:46 main:191]  Latitude: [41.0, 3.0, 43.9]; Longitude: [94.0, 23.0, 14.0]
[I 190407 07:44:51 main:191]  Latitude: [41.0, 14.0, 42.3]; Longitude: [94.0, 3.0, 16.1]
[I 190407 07:44:57 main:191]  Latitude: [41.0, 25.0, 36.7]; Longitude: [93.0, 43.0, 11.1]
[I 190407 07:45:02 main:191]  Latitude: [41.0, 38.0, 36.8]; Longitude: [93.0, 18.0, 55.7]
[I 190407 07:45:07 main:191]  Latitude: [41.0, 49.0, 22.4]; Longitude: [92.0, 58.0, 34.9]
[I 190407 07:45:12 main:191]  Latitude: [42.0, 0.0, 3.9]; Longitude: [92.0, 38.0, 6.9]
[I 190407 07:45:17 main:191]  Latitude: [42.0, 10.0, 41.4]; Longitude: [92.0, 17.0, 31.6]
[I 190407 07:45:22 main:191]  Latitude: [42.0, 21.0, 14.6]; Longitude: [91.0, 56.0, 48.9]
[I 190407 07:45:27 main:191]  Latitude: [42.0, 31.0, 43.6]; Longitude: [91.0, 35.0, 58.9]
[I 190407 07:45:32 main:191]  Latitude: [42.0, 42.0, 8.3]; Longitude: [91.0, 15.0, 1.5]
[I 190407 07:45:37 main:191]  Latitude: [42.0, 52.0, 28.7]; Longitude: [90.0, 53.0, 56.6]
[I 190407 07:45:42 main:191]  Latitude: [43.0, 2.0, 44.7]; Longitude: [90.0, 32.0, 44.3]
[I 190407 07:45:47 main:191]  Latitude: [43.0, 12.0, 56.3]; Longitude: [90.0, 11.0, 24.4]
[I 190407 07:45:52 main:191]  Latitude: [43.0, 23.0, 3.4]; Longitude: [89.0, 49.0, 57.0]
[I 190407 07:45:57 main:191]  Latitude: [43.0, 33.0, 6.0]; Longitude: [89.0, 28.0, 22.1]
[I 190407 07:46:02 main:191]  Latitude: [43.0, 43.0, 4.0]; Longitude: [89.0, 6.0, 39.5]
[I 190407 07:46:08 main:191]  Latitude: [43.0, 54.0, 55.5]; Longitude: [88.0, 40.0, 26.4]
[I 190407 07:46:13 main:191]  Latitude: [44.0, 4.0, 43.2]; Longitude: [88.0, 18.0, 27.1]
[I 190407 07:46:18 main:191]  Latitude: [44.0, 14.0, 26.2]; Longitude: [87.0, 56.0, 20.1]
[I 190407 07:46:23 main:191]  Latitude: [44.0, 24.0, 4.4]; Longitude: [87.0, 34.0, 5.3]
[I 190407 07:46:28 main:191]  Latitude: [44.0, 33.0, 37.7]; Longitude: [87.0, 11.0, 42.9]
[I 190407 07:46:33 main:191]  Latitude: [44.0, 43.0, 6.1]; Longitude: [86.0, 49.0, 12.7]
[I 190407 07:46:38 main:191]  Latitude: [44.0, 52.0, 29.6]; Longitude: [86.0, 26.0, 34.7]
[I 190407 07:46:43 main:191]  Latitude: [45.0, 1.0, 48.0]; Longitude: [86.0, 3.0, 49.0]
[I 190407 07:46:48 main:191]  Latitude: [45.0, 11.0, 1.4]; Longitude: [85.0, 40.0, 55.5]
[I 190407 07:46:53 main:191]  Latitude: [45.0, 20.0, 9.6]; Longitude: [85.0, 17.0, 54.1]
[I 190407 07:46:58 main:191]  Latitude: [45.0, 29.0, 12.7]; Longitude: [84.0, 54.0, 45.0]
[I 190407 07:47:03 main:191]  Latitude: [45.0, 38.0, 10.5]; Longitude: [84.0, 31.0, 28.1]
[I 190407 07:47:08 main:191]  Latitude: [45.0, 47.0, 3.0]; Longitude: [84.0, 8.0, 3.3]
[I 190407 07:47:14 main:191]  Latitude: [45.0, 55.0, 50.2]; Longitude: [83.0, 44.0, 30.7]
[I 190407 07:47:19 main:191]  Latitude: [46.0, 6.0, 15.7]; Longitude: [83.0, 16.0, 5.2]
[I 190407 07:47:24 main:191]  Latitude: [46.0, 14.0, 50.9]; Longitude: [82.0, 52.0, 15.4]
[I 190407 07:47:29 main:191]  Latitude: [46.0, 23.0, 20.6]; Longitude: [82.0, 28.0, 17.7]
[I 190407 07:47:34 main:191]  Latitude: [46.0, 31.0, 44.7]; Longitude: [82.0, 4.0, 12.2]
